PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20201001;06IU;00;Chr Basissch De Librije;8401RE;GORREDIJK;86;Opsterland;Friesland;Bo;Protestants-Christelijk;38144;473,565610859729;221
20201001;06IW;00;W Teellinckschool;3911SK;RHENEN;340;Rhenen;Utrecht;Bo;Reformatorisch;38222;114,311377245509;167
20201001;06IX;00;BS de Vink;2253VX;VOORSCHOTEN;626;Voorschoten;Zuid-Holland;Bo;Samenwerking Opb., RK;40745;1168,02654867257;226
20201001;06IY;00;RK Basisschool Veldzijde;7581VZ;LOSSER;168;Losser;Overijssel;Bo;Rooms-Katholiek;40903;123,513333333333;150
20201001;06IZ;00;St Willibrordus School;5913CZ;VENLO;983;Venlo;Limburg;Bo;Rooms-Katholiek;41018;655,434065934066;184
20201001;06JC;00;De Rietslenke;7442TL;NIJVERDAL;163;Hellendoorn;Overijssel;Bo;Rooms-Katholiek;68836;1074,55517241379;290
20201001;06JD;00;Basisschool De Laak;6659BE;WAMEL;668;West Maas en Waal;Gelderland;Bo;Rooms-Katholiek;41340;271,447204968944;161
20201001;06JE;00;Basissch Piet Prins;9501AM;STADSKANAAL;37;Stadskanaal;Groningen;Bo;Gereformeerd vrijgemaakt;42607;3064,46478873239;71
20201001;06JF;00;De Rietkraag Sch v RK BO;2421NK;NIEUWKOOP;569;Nieuwkoop;Zuid-Holland;Bo;Rooms-Katholiek;40974;163,882736156352;307
20201001;06JG;00;RK Dorpsschool De Bron;2811LP;REEUWIJK;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;Rooms-Katholiek;40765;897,689265536723;177
20201001;06JL;00;Basissch De Sonnewijzer;5691EA;SON EN BREUGEL;848;Son en Breugel;Noord-Brabant;Bo;Protestants-Christelijk;40378;362,617924528302;212
20201001;06JN;00;RK Basisschool Besoyen;5141BP;WAALWIJK;867;Waalwijk;Noord-Brabant;Bo;Rooms-Katholiek;71008;505,88379204893;327
20201001;06JO;00;Basisschool St Theresia;6071AL;SWALMEN;957;Roermond;Limburg;Bo;Rooms-Katholiek;41692;231,47619047619;84
20201001;06JP;00;Eben Haezerschool;3771CH;BARNEVELD;203;Barneveld;Gelderland;Bo;Reformatorisch;40419;3260,3092926491;721
20201001;06JQ;00;RK bs Aventurijn;4758AM;STANDDAARBUITEN;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;31017;405,824242424242;165
20201001;06JS;00;RK BS De Leeuwerik;6142AD;EINIGHAUSEN;1883;Sittard-Geleen;Limburg;Bo;Rooms-Katholiek;40987;1626,59259259259;244
20201001;06JT;00;Basissch De Toermalijn;5384ES;HEESCH;1721;Bernheze;Noord-Brabant;Bo;Rooms-Katholiek;41228;440,668831168831;462
20201001;06JV;00;School met de Bijbel;6733AV;WEKEROM;228;Ede;Gelderland;Bo;Reformatorisch;40887;869,127853881279;219
20201001;06JW;00;Basisschool It Harspit;8625HE;OPPENHUIZEN;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42545;421,402298850575;87
20201001;06JY;00;Sint Antonius;8106AC;MARIENHEEM;177;Raalte;Overijssel;Bo;Rooms-Katholiek;40894;219,536842105263;95
20201001;06JZ;00;Bs t Mozaiek;6045VA;ROERMOND;957;Roermond;Limburg;Bo;Rooms-Katholiek;41692;418,671111111111;226
20201001;06KA;00;Basisschool De Parkiet;2566XT;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;979,96442687747;253
20201001;06KB;00;rkbs De Neerhof;4762BJ;ZEVENBERGEN;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;41782;1673,32340425532;235
20201001;06KC;00;Basisschool De Bongerd;5802CS;VENRAY;984;Venray;Limburg;Bo;Rooms-Katholiek;44397;633,614754098361;122
20201001;06KD;00;Floris Radewijnsz School;4143BD;LEERDAM;1961;Vijfheerenlanden;Utrecht;Bo;Rooms-Katholiek;41148;875,69298245614;114
20201001;06KE;00;IKC Remigius;6921BX;DUIVEN;226;Duiven;Gelderland;Bo;Rooms-Katholiek;42148;386,083591331269;323
20201001;06KF;00;Basisschool Het Baken;3861CL;NIJKERK GLD;267;Nijkerk;Gelderland;Bo;Rooms-Katholiek;71488;2856,6;205
20201001;06KG;00;Op de Heuvel;6561VX;GROESBEEK;1945;Berg en Dal;Gelderland;Bo;Rooms-Katholiek;42486;741,092592592593;109
20201001;06KH;00;BS De Bolster;6361XG;NUTH;1954;Beekdaelen;Limburg;Bo;Rooms-Katholiek;41506;322,647058823529;306
20201001;06KK;00;Daltonschool Willibrordus;7261NL;RUURLO;1859;Berkelland;Gelderland;Bo;Rooms-Katholiek;42616;368,152777777778;144
20201001;06KL;00;Chr bo de Fugelsang;9041EG;BERLTSUM;1949;Waadhoeke;Friesland;Bo;Protestants-Christelijk;42656;318,047337278107;169
20201001;06KM;00;Dr C Steenblok School;3901SM;VEENENDAAL;345;Veenendaal;Utrecht;Bo;Reformatorisch;42980;2384,76595744681;282
20201001;06KN;00;Eben Haezer Basisschool;3262JS;OUD-BEIJERLAND;1963;Hoeksche Waard;Zuid-Holland;Bo;Reformatorisch;30133;1258,92950391645;383
20201001;06KO;00;De Wegwijzer Basisschool;4133DK;VIANEN UT;1961;Vijfheerenlanden;Utrecht;Bo;Rooms-Katholiek;77975;605,587548638132;257
20201001;06KO;02;Basisschool De Regenboog;4121EL;EVERDINGEN;1961;Vijfheerenlanden;Utrecht;Bo;Rooms-Katholiek;77975;375,372549019608;51
20201001;06KQ;00;Ds. Abraham Hellenbroek;3332RN;ZWIJNDRECHT;642;Zwijndrecht;Zuid-Holland;Bo;Reformatorisch;43175;1220,28292682927;205
20201001;06KS;00;PC Basisschool De Meene;7021DL;ZELHEM;1876;Bronckhorst;Gelderland;Bo;Protestants-Christelijk;41011;312,413793103448;145
20201001;06KT;00;Basisschool St Medardus;6019EC;WESSEM;1641;Maasgouw;Limburg;Bo;Rooms-Katholiek;41797;317,25;100
20201001;06KU;00;De Lichtwijzer;2341BK;OEGSTGEEST;579;Oegstgeest;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;3282,99019607843;204
20201001;06KV;00;Basisschool Mgr Zwijsen;5331XL;KERKDRIEL;263;Maasdriel;Gelderland;Bo;Rooms-Katholiek;41090;463,625;608
20201001;06KW;00;Het Anker Jenaplanschool;7827DD;EMMEN;114;Emmen;Drenthe;Bo;Protestants-Christelijk;41551;2577,88625592417;214
20201001;06KY;00;Basissch Den Krommenhoek;5243WC;ROSMALEN;796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;1587,52054794521;73
20201001;06LA;00;Stadhouder Willem 3 Bs;6712BZ;EDE GLD;228;Ede;Gelderland;Bo;Reformatorisch;42541;3152,48325358852;418
20201001;06LB;00;Basisschool De Violier;5993BT;MAASBREE;1894;Peel en Maas;Limburg;Bo;Rooms-Katholiek;75597;194,60625;480
20201001;06LC;00;BS De Vlinder;5666RL;GELDROP;1771;Geldrop-Mierlo;Noord-Brabant;Bo;Rooms-Katholiek;40557;1071,52597402597;154
20201001;06LD;00;Basisschool De Vlaswiek;4576BL;KOEWACHT;715;Terneuzen;Zeeland;Bo;Rooms-Katholiek;40803;919,045977011494;87
20201001;06LF;00;Basisschool De Schelp;1693GV;WERVERSHOOF;420;Medemblik;Noord-Holland;Bo;Rooms-Katholiek;75375;92,8098591549296;284
20201001;06LG;00;Prins W Alexander-School;3851ZK;ERMELO;233;Ermelo;Gelderland;Bo;Rooms-Katholiek;40888;833,81914893617;94
20201001;06LH;00;RK BS H Gerardus;9561PE;TER APEL;1950;Westerwolde;Groningen;Bo;Rooms-Katholiek;45000;1345,7962962963;59
20201001;06LI;00;Jan Bunnik Basisschool;3411WN;LOPIK;331;Lopik;Utrecht;Bo;Rooms-Katholiek;77975;185,036269430052;193
20201001;06LJ;00;Sch md Bijbel De Schakel;2957KE;NIEUW-LEKKERLAND;1978;Molenlanden;Zuid-Holland;Bo;Protestants-Christelijk;32631;205,294117647059;323
20201001;06LL;00;KBs Paulus;1391CZ;ABCOUDE;736;De Ronde Venen;Utrecht;Bo;Rooms-Katholiek;70002;330,475982532751;229
20201001;06LM;00;Basisschool De Biezen;3828JN;HOOGLAND;307;Amersfoort;Utrecht;Bo;Rooms-Katholiek;71488;672,617346938776;196
20201001;06LO;00;Basissch Maria Goretti;6111AH;SINT JOOST;1711;Echt-Susteren;Limburg;Bo;Rooms-Katholiek;41797;1167,70786516854;89
20201001;06LP;00;Nutsbasissch Voorschoten;2252LC;VOORSCHOTEN;626;Voorschoten;Zuid-Holland;Bo;Algemeen bijzonder;46243;949,324894514768;237
20201001;06LQ;00;Basisschool De Klepper;5575BG;LUYKSGESTEL;1724;Bergeijk;Noord-Brabant;Bo;Rooms-Katholiek;31384;166,294372294372;231
20201001;06LR;00;Basisschool De Schakel;8251LD;DRONTEN;303;Dronten;Flevoland;Bo;Gereformeerd vrijgemaakt;41632;4129,82105263158;95
20201001;06LT;00;Bs. de Ark;5463NR;VEGHEL;1948;Meierijstad;Noord-Brabant;Bo;Algemeen bijzonder;73712;1612,83944954128;218
20201001;06LU;00;Basisschool Pius X;2275EE;VOORBURG;1916;Leidschendam-Voorburg;Zuid-Holland;Bo;Rooms-Katholiek;41447;932,6;311
20201001;06LV;00;Basisschool De Marke;9461KM;GIETEN;1680;Aa en Hunze;Drenthe;Bo;Protestants-Christelijk;32073;1162,70731707317;41
20201001;06LW;00;De Uilenhorst;8091WD;WEZEP;269;Oldebroek;Gelderland;Bo;Rooms-Katholiek;40888;243,276119402985;134
20201001;06LX;00;Sint Liduina-School;7524CS;ENSCHEDE;153;Enschede;Overijssel;Bo;Rooms-Katholiek;58761;984,152542372881;177
20201001;06LY;00;K.C. de Kiezel;5682AC;BEST;753;Best;Noord-Brabant;Bo;Rooms-Katholiek;26977;1733,34034416826;523
20201001;06LZ;00;rkbs De Rietvest;4791AM;KLUNDERT;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;41782;317,603896103896;154
20201001;06MA;00;De Vuurvlinder;3905RS;VEENENDAAL;345;Veenendaal;Utrecht;Bo;Rooms-Katholiek;31237;1444,26923076923;260
20201001;06MC;00;Basisschool Munstergeleen;6151GM;MUNSTERGELEEN;1883;Sittard-Geleen;Limburg;Bo;Rooms-Katholiek;83280;357,025974025974;236
20201001;06MD;00;BAVO-School;1645PN;URSEM;1598;Koggenland;Noord-Holland;Bo;Rooms-Katholiek;75375;138,317204301075;186
20201001;06ME;00;Basissch De Zonnebloem;5757BB;LIESSEL;762;Deurne;Noord-Brabant;Bo;Rooms-Katholiek;41223;56,2798353909465;243
20201001;06MF;00;Kath BS De Vlier;5704LD;HELMOND;794;Helmond;Noord-Brabant;Bo;Rooms-Katholiek;30240;463,717948717949;275
20201001;06MH;00;Basisschool De Beekgraaf;5388CV;NISTELRODE;1721;Bernheze;Noord-Brabant;Bo;Rooms-Katholiek;41020;81,183908045977;261
20201001;06MI;00;Bs De Vijfmaster;5463ET;VEGHEL;1948;Meierijstad;Noord-Brabant;Bo;Rooms-Katholiek;73712;516,796610169491;177
20201001;06MJ;00;RK Bs Paulo Freire;4901AW;OOSTERHOUT NB;826;Oosterhout;Noord-Brabant;Bo;Rooms-Katholiek;40278;500,44;100
20201001;06MM;00;Basisschool Weisterbeek;5961EH;HORST;1507;Horst aan de Maas;Limburg;Bo;Openbaar;47920;385,355614973262;374
20201001;06MQ;00;Vuurvogel;2716GV;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Antroposofisch;41359;2392,7427184466;207
20201001;06MS;00;Basisschool op de Top;6294AT;VIJLEN;981;Vaals;Limburg;Bo;Rooms-Katholiek;41506;1218,01652892562;122
20201001;06MU;00;Prof. Titus Brandsma;7901BS;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Rooms-Katholiek;40888;1136,68862275449;167
20201001;06MV;00;Rosa-School;2573BA;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;40928;525,389090909091;275
20201001;06MW;00;Basisschool De Regenboog;9602KZ;HOOGEZAND;1952;Midden-Groningen;Groningen;Bo;Protestants-Christelijk;41845;1368,14110429448;163
20201001;06MY;00;Basisschool De Rank;7822CC;EMMEN;114;Emmen;Drenthe;Bo;Gereformeerd vrijgemaakt;41624;4467,57142857143;119
20201001;06NB;00;Het Moza?ek;9753EL;HAREN GN;14;Groningen;Groningen;Bo;Gereformeerd vrijgemaakt;42607;1613,30681818182;88
20201001;06NC;00;Sint Aloysius-School;7678VV;GEESTEREN OV;183;Tubbergen;Overijssel;Bo;Rooms-Katholiek;50949;176,214521452145;303
20201001;06NE;00;Basisschool Pancratius;6971BL;BRUMMEN;213;Brummen;Gelderland;Bo;Rooms-Katholiek;76806;969,464480874317;183
20201001;06NG;00;Du Marchie v Voorthuysen;8321RJ;URK;184;Urk;Flevoland;Bo;Reformatorisch;49844;207,698492462312;199
20201001;06NH;00;cbs De Citer;9903ET;APPINGEDAM;3;Appingedam;Groningen;Bo;Protestants-Christelijk;41558;2700,2;190
20201001;06NI;00;Pc Bso De Adelaar;8471BG;WOLVEGA;98;Weststellingwerf;Friesland;Bo;Protestants-Christelijk;41282;754,483333333333;60
20201001;06NJ;00;GBS Het Christal;3831JA;LEUSDEN;327;Leusden;Utrecht;Bo;Gereformeerd vrijgemaakt;40945;2505,11486486487;148
20201001;06NL;00;Basisschool Heeckeren;7471BC;GOOR;1735;Hof van Twente;Overijssel;Bo;Rooms-Katholiek;25351;449,414414414414;222
20201001;06NM;00;Basisschool Taal & Lent;5915CG;VENLO;983;Venlo;Limburg;Bo;Rooms-Katholiek;41018;186,081967213115;63
20201001;06NN;00;Julianaschool;1401CL;BUSSUM;1942;Gooise Meren;Noord-Holland;Bo;Protestants-Christelijk;75753;1536,71546961326;724
20201001;06NO;00;Nieuwe Park Rozenburgsch;3062JE;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;1259,21746293245;607
20201001;06NR;00;Johannes Bogermanschool;7671CA;VRIEZENVEEN;1700;Twenterand;Overijssel;Bo;Reformatorisch;50299;1203,82857142857;175
20201001;06NS;00;Basisschool De Wegwijzer;6412EN;HEERLEN;917;Heerlen;Limburg;Bo;Rooms-Katholiek;41506;1985,23255813953;217
20201001;06NU;00;Basissch Bij de Boarne;9212PS;BOORNBERGUM;90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;1169,12222222222;90
20201001;06NX;00;Dominee Koelmanschool;4204TR;GORINCHEM;512;Gorinchem;Zuid-Holland;Bo;Reformatorisch;50988;5897,74733096085;281
20201001;06NY;00;Basisschool Het Kompas;4214DA;VUREN;1960;West Betuwe;Gelderland;Bo;Protestants-Christelijk;41396;345,860294117647;136
20201001;06NZ;00;basisschool De Bron;2352EP;LEIDERDORP;547;Leiderdorp;Zuid-Holland;Bo;Reformatorisch;20183;2450;61
20201001;06OA;00;Basisschool De Overhaal;1633HE;AVENHORN;1598;Koggenland;Noord-Holland;Bo;Rooms-Katholiek;75375;804,241379310345;58
20201001;06OD;00;RK BS Schuttevaer;4417CD;HANSWEERT;703;Reimerswaal;Zeeland;Bo;Rooms-Katholiek;77533;264,456790123457;81
20201001;06OF;00;IKC Trudo;5708GL;HELMOND;794;Helmond;Noord-Brabant;Bo;Rooms-Katholiek;30240;524,019047619048;210
20201001;06OH;00;Basisschool Matthias;5841AM;OPLOO;1702;Sint Anthonis;Noord-Brabant;Bo;Rooms-Katholiek;71749;170,157480314961;127
20201001;06OJ;00;RK Basisschool de Maaskopkes;6223BD;MAASTRICHT;935;Maastricht;Limburg;Bo;Rooms-Katholiek;41373;495,211111111111;90
20201001;06OK;00;Basisschool De Wegwijzer;6645BR;WINSSEN;209;Beuningen;Gelderland;Bo;Rooms-Katholiek;41340;416,858407079646;113
20201001;06OM;00;De Wingerd;1689GN;ZWAAG;405;Hoorn;Noord-Holland;Bo;Rooms-Katholiek;31657;626,908108108108;370
20201001;06OP;00;Basisschool Pius X;2661KZ;BERGSCHENHOEK;1621;Lansingerland;Zuid-Holland;Bo;Rooms-Katholiek;40928;1090,79514824798;371
20201001;06OQ;00;Basisschool Sint Jozef;2241KR;WASSENAAR;629;Wassenaar;Zuid-Holland;Bo;Rooms-Katholiek;68329;1155,46082949309;217
20201001;06OR;00;RK Basisschool De Bottel;5973PN;LOTTUM;1507;Horst aan de Maas;Limburg;Bo;Rooms-Katholiek;47920;129,893939393939;132
20201001;06OS;00;Basisschool Eben Haezer;2771HT;BOSKOOP;484;Alphen aan den Rijn;Zuid-Holland;Bo;Reformatorisch;57969;3487,35454545455;220
20201001;06OT;00;De Wonderwijzer;3371JG;HARDINXVELD-GIESSENDAM;523;Hardinxveld-Giessendam;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;1700,89814814815;108
20201001;06OU;00;De Ridderslag;2805BC;GOUDA;513;Gouda;Zuid-Holland;Bo;Antroposofisch;59451;2150,68396226415;212
20201001;06OW;00;Basissch Het Fundament;4265HS;GENDEREN;1959;Altena;Noord-Brabant;Bo;Protestants-Christelijk;41239;342,698113207547;159
20201001;06OY;00;KBS St. Dominicus;3533GH;UTRECHT;344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77195;104,385560675883;651
20201001;06OZ;00;Rudolf Steinerschool;4816AD;BREDA;758;Breda;Noord-Brabant;Bo;Antroposofisch;59984;5031,59130434783;232
20201001;06PB;00;Bontenest;3607KN;MAARSSEN;1904;Stichtse Vecht;Utrecht;Bo;Rooms-Katholiek;70033;471,43956043956;182
20201001;06PC;00;Torenpleinschool;3451AA;VLEUTEN;344;Utrecht;Utrecht;Bo;Protestants-Christelijk;62662;628,113846153846;325
20201001;06PD;00;BS De Krommen Hoek;5694EA;SON EN BREUGEL;848;Son en Breugel;Noord-Brabant;Bo;Algemeen bijzonder;41860;1138,72611464968;157
20201001;06PE;00;Pastoor Dr Delteykschool;3985LK;WERKHOVEN;312;Bunnik;Utrecht;Bo;Rooms-Katholiek;43318;139,635922330097;206
20201001;06PF;00;Basisschool Op de Horst;6562LR;GROESBEEK;1945;Berg en Dal;Gelderland;Bo;Rooms-Katholiek;42486;1575,3063583815;205
20201001;06PG;00;Basissch It Klimmerbled;8521PD;SINT NICOLAASGA;1940;De Fryske Marren;Friesland;Bo;Rooms-Katholiek;41000;985,122448979592;196
20201001;06PH;00;Oec Basisschool De Ark;1112DM;DIEMEN;384;Diemen;Noord-Holland;Bo;Samenwerking PC, RK;41595;745,068241469816;381
20201001;06PI;00;Meester v d Brugschool;8551NL;WOUDSEND;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42545;747,397727272727;88
20201001;06PL;00;PC BS De Meent;3652LG;WOERDENSE VERLAAT;569;Nieuwkoop;Zuid-Holland;Bo;Protestants-Christelijk;41286;1890,16326530612;49
20201001;06PM;00;BO op Geref Grondslag;5311CJ;GAMEREN;297;Zaltbommel;Gelderland;Bo;Protestants-Christelijk;42794;606,120401337793;302
20201001;06PN;00;Basissch De Kraanvogel;7251LT;VORDEN;1876;Bronckhorst;Gelderland;Bo;Algemeen bijzonder;60686;1798,26506024096;83
20201001;06PO;00;Toermalijn;7941JC;MEPPEL;119;Meppel;Drenthe;Bo;Antroposofisch;77456;7511,14893617021;189
20201001;06PP;00;Oecumenische Basisschool;6971VD;BRUMMEN;213;Brummen;Gelderland;Bo;Algemeen bijzonder;42616;374,220125786164;159
20201001;06PQ;00;SWS De Klimboom;9362RA;BOERAKKER;1969;Westerkwartier;Groningen;Bo;Protestants-Christelijk;41571;1498,9;70
20201001;06PR;00;Eben Haezerschool;8096VN;OLDEBROEK;269;Oldebroek;Gelderland;Bo;Reformatorisch;42774;3453,65408805031;318
20201001;06PS;00;Basisschool De Wegwijzer;7927PJ;ALTEVEER GEM DE WOLDEN;1690;De Wolden;Drenthe;Bo;Protestants-Christelijk;60829;1718,98165137615;109
20201001;06PT;00;St Aloysiussch;7595AM;WEERSELO;1774;Dinkelland;Overijssel;Bo;Rooms-Katholiek;75219;431,874371859297;199
20201001;06PV;00;Michaelschool;8932DG;LEEUWARDEN;80;Leeuwarden;Friesland;Bo;Antroposofisch;77456;3938,99479166667;192
20201001;06PZ;00;b.s. de Twirre;9261ZH;EASTERMAR;737;Tytsjerksteradiel;Friesland;Bo;Protestants-Christelijk;42754;427,166666666667;156
20201001;06QB;00;St Ludgerussch;8711GP;WORKUM;1900;Sudwest-Fryslan;Friesland;Bo;Rooms-Katholiek;41000;1355,89516129032;124
20201001;06QC;00;Gabrielschool Jenaplan;3881CC;PUTTEN;273;Putten;Gelderland;Bo;Rooms-Katholiek;40950;4259,98;300
20201001;06QE;00;Kindcentrum Meester Snel;7581GE;LOSSER;168;Losser;Overijssel;Bo;Protestants-Christelijk;24844;1412,2;115
20201001;06QF;00;Brede School St. Martinus;6905AR;ZEVENAAR;299;Zevenaar;Gelderland;Bo;Rooms-Katholiek;77235;692,120689655172;176
20201001;06QH;00;RK Basisschool De Banier;7894CL;ZWARTEMEER;114;Emmen;Drenthe;Bo;Rooms-Katholiek;45000;510,328244274809;140
20201001;06QI;00;Sint Jozefschool;8112AD;NIEUW HEETEN;177;Raalte;Overijssel;Bo;Rooms-Katholiek;40894;994,666666666667;75
20201001;06QJ;00;SWS De Diamant;9216WE;OUDEGA GEM SMALLINGERLND;90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;627,924657534247;146
20201001;06QK;00;Daltonschool Sint Jozef;8531KM;LEMMER;1940;De Fryske Marren;Friesland;Bo;Rooms-Katholiek;41000;840,653333333333;225
20201001;06QM;00;Basisschool De Wizebeam;9047KG;MINNERTSGA;1949;Waadhoeke;Friesland;Bo;Protestants-Christelijk;42656;207,428571428571;98
20201001;06QN;00;De Klimbeam;8723AG;KOUDUM;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;41385;536,112107623318;223
20201001;06QO;00;Basisschool De Ikker;9171LM;BLIJE;1970;Noardeast-Frysl‘n;Friesland;Bo;Protestants-Christelijk;40789;597,179104477612;67
20201001;06QP;00;Bernemienskip de Greide;9258CM;JISTRUM;737;Tytsjerksteradiel;Friesland;Bo;Protestants-Christelijk;42754;313,755555555556;90
20201001;06QQ;00;St Franciscussch;7765AG;WEITEVEEN;114;Emmen;Drenthe;Bo;Rooms-Katholiek;40888;100,872340425532;94
20201001;06QR;00;Basisschool St Cyriacus;7722LR;DALFSEN;148;Dalfsen;Overijssel;Bo;Rooms-Katholiek;40894;1082,86868686869;99
20201001;06QS;00;Basisschool De Bongerd;8131SW;WIJHE;1773;Olst-Wijhe;Overijssel;Bo;Rooms-Katholiek;40894;666,617021276596;188
20201001;06QT;00;CBS De Bron;9363BC;MARUM;1969;Westerkwartier;Groningen;Bo;Protestants-Christelijk;41571;542,432432432432;259
20201001;06QV;00;CBS Rehoboth;9821TS;OLDEKERK;1969;Westerkwartier;Groningen;Bo;Protestants-Christelijk;41571;1230,5923566879;157
20201001;06QY;00;Basisschool Parcival;1185NK;AMSTELVEEN;362;Amstelveen;Noord-Holland;Bo;Antroposofisch;94433;3616,08597285068;222
20201001;06QZ;00;Westfriese Vrije School;1628DJ;HOORN NH;405;Hoorn;Noord-Holland;Bo;Antroposofisch;41296;3544,89573459716;211
20201001;06RA;00;Basissch Oranje Nassau;2471AW;ZWAMMERDAM;484;Alphen aan den Rijn;Zuid-Holland;Bo;Protestants-Christelijk;40530;647,364485981308;107
20201001;06RD;00;Vrije School Zaanstreek;1503AR;ZAANDAM;479;Zaanstad;Noord-Holland;Bo;Antroposofisch;41296;1932,84057971015;207
20201001;06RE;00;De Vrije School Widar;2613XB;DELFT;503;Delft;Zuid-Holland;Bo;Antroposofisch;61960;2504,97709923664;262
20201001;06RF;00;Parcivalschool;6832HG;ARNHEM;202;Arnhem;Gelderland;Bo;Antroposofisch;77456;3268,89538461538;325
20201001;06RG;00;De Stroeten;7812BA;EMMEN;114;Emmen;Drenthe;Bo;Antroposofisch;77456;5251,17054263566;132
20201001;06RJ;00;Boslust School voor ZMLK;7731AN;OMMEN;175;Ommen;Overijssel;So;Protestants-Christelijk;62181;13544,8275862069;87
20201001;06RJ;00;Boslust School voor ZMLK;7731AN;OMMEN;175;Ommen;Overijssel;Vso;Protestants-Christelijk;62181;13907,5769230769;105
20201001;06RL;00;Christelijke Basisschool;7695TJ;BRUCHTERVELD;160;Hardenberg;Overijssel;Bo;Protestants-Christelijk;62571;407,164705882353;85
20201001;06RM;00;Vrije School Almere;1312JZ;ALMERE;34;Almere;Flevoland;Bo;Antroposofisch;62584;4610,09166666667;480
20201001;06RN;00;Basisschool De Terp;1383EA;WEESP;457;Weesp;Noord-Holland;Bo;Algemeen bijzonder;41595;819,697916666667;192
20201001;06RP;00;Basisschool St Stephanus;7627PL;BORNERBROEK;141;Almelo;Overijssel;Bo;Rooms-Katholiek;68836;656,30243902439;205
20201001;06RQ;00;RK Basisschool De Kabas;8801VW;FRANEKER;1949;Waadhoeke;Friesland;Bo;Rooms-Katholiek;41000;918,538461538462;247
20201001;06RR;00;t Blokhuus;3871EM;HOEVELAKEN;267;Nijkerk;Gelderland;Bo;Algemeen bijzonder;63039;351,324561403509;228
20201001;06RS;00;Prot Chr Basisschool;7918AX;NIEUWLANDE;118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;69877;608,153846153846;91
20201001;06RT;00;Notter School M D Bijbel;7467PD;NOTTER;189;Wierden;Overijssel;Bo;Protestants-Christelijk;63091;2157,96739130435;93
20201001;06RU;00;Basisschool De Helmstok;8226GS;LELYSTAD;995;Lelystad;Flevoland;Bo;Gereformeerd vrijgemaakt;41632;4339,1045751634;153
20201001;06RV;00;sbo De Vlinder;3025BH;ROTTERDAM;599;Rotterdam;Zuid-Holland;Sbo;Algemeen bijzonder;74531;1447,91836734694;49
20201001;06RW;00;De Bakelaar;5761BV;BAKEL;1652;Gemert-Bakel;Noord-Brabant;Bo;Rooms-Katholiek;32580;361,250746268657;335
20201001;06RX;00;Sint Martinusschool;7078AV;MEGCHELEN;1509;Oude IJsselstreek;Gelderland;Bo;Rooms-Katholiek;50129;949,507042253521;71
20201001;06RY;00;Chr Basisschool De Vliet;3286XC;KLAASWAAL;1963;Hoeksche Waard;Zuid-Holland;Bo;Protestants-Christelijk;41127;37,6236559139785;93
20201001;06RZ;00;Chr Basisschool De Ark;7688RK;DAARLE;163;Hellendoorn;Overijssel;Bo;Protestants-Christelijk;85600;303,702127659574;141
20201001;06SB;00;RK Basisschool Kadoes;7665DG;ALBERGEN;183;Tubbergen;Overijssel;Bo;Rooms-Katholiek;50949;703,627906976744;258
20201001;06SC;00;Kardinaal de Jongschool;9163KG;NES AMELAND;60;Ameland;Friesland;Bo;Rooms-Katholiek;41000;3202,08695652174;161
20201001;06SE;00;Basisschool De Poort;9791JB;TEN BOER;14;Groningen;Groningen;Bo;Gereformeerd vrijgemaakt;42607;829,352941176471;85
20201001;06SF;00;Gerardus Majellaschool;7766AE;NIEUW-SCHOONEBEEK;114;Emmen;Drenthe;Bo;Rooms-Katholiek;40888;86,1707317073171;87
20201001;06SG;00;SWS De Frissel;9222NJ;DRACHTSTERCOMPAGNIE;90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;628,555555555556;108
